step,type,amount,sender_account_no,sender_balance_before,sender_balance_after,receiver_account_no,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,ip_address,geolocation_lat,geolocation_long,auth_method,row_source
51,TRANSFER,8017.56,C4717825834,5500.0,0.0,C737979678,0.0,8000.0,1,0,27035b27-958c-2936-b186-78ce4e40bfba,117.37.247.4,9.987499,105.802925,SMART_OTP,synthetic_activity
55,CASH_IN,41083.26,C5529924944,140976.06,182059.32,C3525032144,0.0,0.0,0,0,dcad8ec2-963a-4333-e582-95dc75f1c654,117.163.162.200,12.179121,109.240786,SMS_OTP,synthetic_activity
57,TRANSFER,60193.27,C591446839,377476.25,317282.98,C1598040187,0.0,66000.0,1,0,fd8bb697-ae17-82f6-9138-64740473b982,59.135.129.43,10.774999,106.666467,SMS_OTP,synthetic_activity
58,TRANSFER,7108914.22,C1494760088,7108914.22,0.0,C1835087777,0.0,0.0,1,0,b0a0c1cd-0df6-c527-eb45-bc389cf65e33,166.116.24.185,16.04205,108.24533,SMS_OTP,paysim
60,TRANSFER,2808.5,C1376588103,5291.45,2482.95,C6586975109,314618.38,316056.01,0,0,9dc3bbee-3152-3136-6430-5373f936a968,176.133.187.164,12.181487,109.253436,FACE_ID,synthetic_activity
60,CASH_OUT,4437.52,C2226064412,10000.0,5562.48,C4203060310,781739.08,781739.08,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,21.056921,105.860795,SMS_OTP,synthetic_activity
61,TRANSFER,13758.1,C1621152719,148188.84,134430.74,C8322335830,0.0,12000.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,11.961456,108.505907,SMS_OTP,synthetic_activity
61,CASH_OUT,15797.13,C3838466907,43247.39,27450.26,C7958658550,1002787.49,1002787.49,0,0,12b99a50-8cb6-d1f0-a509-6396761579e7,24.65.83.178,16.033923,108.196075,FACE_ID,synthetic_activity
62,TRANSFER,6331.94,C1373602193,102502.18,0.0,C1759095728,0.0,6000.0,1,0,b3ab800b-8523-d070-945b-37110a858722,157.32.111.204,12.274081,109.170609,FACE_ID,synthetic_activity
63,TRANSFER,148188.84,C1621152719,148188.84,0.0,C2001263601,0.0,0.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,11.959718,108.434437,SMS_OTP,paysim
64,PAYMENT,3024.23,C1088122439,23284.96,20260.73,C8233651433,392214.72,395238.95,0,0,e4dc4306-8b20-ce3e-42b7-c0488d3543be,73.212.152.32,20.790383,106.664699,SMS_OTP,synthetic_activity
64,TRANSFER,16205.5,C1753190063,30044.26,13838.76,C2013185673,161795.68,178001.18,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,20.817992,106.731081,SMART_OTP,synthetic_activity
65,CASH_OUT,184953.32,C591446839,323999.76,139046.44,C3259274595,273526.87,340851.17,0,0,746b161a-31cc-6738-f68a-e9b79b3aa1d1,70.95.26.13,10.780117,106.657966,SMART_OTP,synthetic_activity
68,CASH_IN,130592.37,C534370699,9627.88,140220.25,C1929756588,899395.2,1029987.57,0,0,ed56a2a0-2d54-ff2b-10ee-4f77345e2eaf,118.228.64.110,11.991952,108.427847,SMART_OTP,synthetic_activity
68,CASH_OUT,62061.51,C1073716090,64668.45,2606.94,C3008341762,460148.21,460148.21,0,0,34ef71df-43f1-9b58-df6c-0d603df76a69,52.214.64.215,12.286164,109.246423,SMART_OTP,synthetic_activity
68,CASH_OUT,11150.85,C2972777054,18584.75,7433.9,C9756020282,736864.29,739805.57,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,93.157.221.67,10.066999,105.709941,SMS_OTP,synthetic_activity
71,TRANSFER,91691.75,C1715084286,91691.75,0.0,C415375205,0.0,0.0,1,0,12b99a50-8cb6-d1f0-a509-6396761579e7,146.238.161.119,10.868111,106.622427,SMS_OTP,paysim
74,TRANSFER,158489.29,C1694745551,158489.29,0.0,C43669214,0.0,0.0,1,0,27035b27-958c-2936-b186-78ce4e40bfba,134.32.65.124,21.351013,105.776899,FACE_ID,paysim
75,TRANSFER,39221.36,C534370699,140220.25,100998.89,C1102413633,344143.05,344143.05,0,0,c17fcf19-16a3-4833-6bc1-52adc44b04e8,233.78.202.63,11.949639,108.442773,SMART_OTP,synthetic_activity
75,PAYMENT,15000.0,C2226064412,25000.0,10000.0,C2051488007,2383997.62,2398997.62,0,0,e6e8790b-215d-3b1f-a8cd-f44d7b742440,145.146.94.207,21.016353,105.744714,SMART_OTP,synthetic_activity
75,CASH_IN,25972.92,C8992641070,4600.0,30572.92,C917144848,0.0,0.0,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,15.70.213.253,10.840986,106.610018,SMS_OTP,synthetic_activity
76,PAYMENT,1467.98,C2972777054,27500.0,26032.02,C3806652404,2458579.96,2460047.94,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,10.073857,105.76693,SMART_OTP,synthetic_activity
78,CASH_IN,175369.23,C534370699,100998.89,276368.12,C9441304307,4820164.95,4995534.18,0,0,8fe275b1-24e7-2383-8429-e12c347f1a8c,233.78.202.63,11.896368,108.505406,SMART_OTP,synthetic_activity
79,CASH_IN,61354.76,C5529924944,79621.3,140976.06,M1903612583,915493.33,969977.84,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,239.251.39.200,12.25384,109.160084,SMS_OTP,synthetic_activity
80,TRANSFER,244814.12,C2138181348,244814.12,0.0,C1608735206,0.0,0.0,1,0,18cc0e29-8513-176c-1efc-1c94e14110b6,27.122.7.214,18.730125,105.656991,SMART_OTP,paysim
83,CASH_OUT,28969.83,C8934241839,237850.64,208880.81,C3677044740,413018.76,413018.76,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,10.058531,105.738696,SMART_OTP,synthetic_activity
89,TRANSFER,6186.29,C1753190063,13838.76,0.0,C1206406362,0.0,7000.0,1,0,2f4f914c-058b-5ee1-a2dd-d15a257066e8,191.169.62.44,20.808042,106.685656,SMS_OTP,synthetic_activity
89,PAYMENT,249.6,C8958987526,416.0,166.4,C2226064412,452704.49,452804.01,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,10.031298,105.781983,SMS_OTP,synthetic_activity
90,PAYMENT,624.0,C8958987526,1040.0,416.0,C1441740801,4607676.83,4608300.83,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,10.031732,105.755665,SMS_OTP,synthetic_activity
90,CASH_OUT,360512.36,C3220897616,2480.0,0.0,C9937055615,0.0,356224.26,1,0,294d43ed-2da1-afda-fe65-6dcc6abdb05a,233.91.247.36,12.212228,109.25381,SMS_OTP,synthetic_activity
93,PAYMENT,2071.72,C6509135706,3452.86,1381.14,C9949514646,512354.33,514426.05,0,0,8941bdd3-9803-a82e-926a-4bd0be125f8f,134.28.116.117,21.029565,105.76494,SMS_OTP,synthetic_activity
94,TRANSFER,1497424.5,C925247406,0.0,0.0,C1438354844,8323421.14,9820845.64,0,0,52a473f9-4c9e-903a-c4bd-338e17d71fc0,230.98.210.18,10.796401,106.661513,SMART_OTP,paysim
94,CASH_OUT,181596.9,C534370699,276368.12,94771.22,C3223923124,1785708.47,1967305.37,0,0,c17fcf19-16a3-4833-6bc1-52adc44b04e8,233.78.202.63,11.952701,108.419645,SMART_OTP,synthetic_activity
95,TRANSFER,274883.68,C940075559,26896.0,0.0,C1786813034,223157.92,498041.6,0,0,6986305a-5da3-f9cf-4ed0-730d711dc1dd,83.151.245.149,16.028771,108.220097,SMART_OTP,paysim
96,CASH_OUT,17413.83,C5830210735,1467987.57,1450573.74,C137636257,299129.79,299129.79,0,0,3b50f94f-28bf-ffdd-bb9d-dc31da1eb729,28.128.240.174,10.82017,106.661189,FACE_ID,synthetic_activity
97,TRANSFER,36009.19,C166311678,5040.0,0.0,C2012999411,1002787.49,1098263.29,0,0,ef13864b-9ad2-bb72-b04b-a584b95cec2d,226.45.187.229,16.03309,108.262798,FACE_ID,paysim
97,PAYMENT,48278.48,C3495636065,572470.27,524191.79,C6387282660,0.0,0.0,0,0,d8c80184-0994-3e76-1d4e-2772401fb5a6,2.81.64.202,21.012919,105.819755,SMS_OTP,synthetic_activity
97,PAYMENT,39761.36,C4767872935,123280.13,83518.77,M1300984513,323918.99,323918.99,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,20.860487,106.694776,SMS_OTP,synthetic_activity
100,TRANSFER,10722.83,C9349742934,8500.0,0.0,C2116373537,0.0,10000.0,1,0,a3ff8fd2-02e4-60aa-365b-c763a3336ea8,52.190.42.112,10.786075,106.639853,SMS_OTP,synthetic_activity
104,CASH_IN,111820.59,C8958987526,166.4,111986.99,C6816345078,238326.56,350147.15,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,219.9.171.148,10.077926,105.754195,FACE_ID,synthetic_activity
106,PAYMENT,17504.88,C3021549715,29174.8,11669.92,C2164807196,509770.98,527275.86,0,0,27035b27-958c-2936-b186-78ce4e40bfba,89.162.155.249,10.007816,105.710897,SMART_OTP,synthetic_activity
107,PAYMENT,26834.3,C3021549715,44723.84,17889.54,C2767552695,0.0,0.0,0,0,27035b27-958c-2936-b186-78ce4e40bfba,246.104.154.249,10.037665,105.761056,FACE_ID,synthetic_activity
110,PAYMENT,31852.59,C8704772671,53087.65,21235.06,C6587732886,0.0,44502.86,0,0,52ecac27-8ccc-617e-81b6-69514cdf697f,158.246.8.214,15.99911,108.205845,SMS_OTP,synthetic_activity
110,TRANSFER,10376.13,C1260026789,842554.02,832177.89,C2226064412,0.0,11000.0,1,0,12b99a50-8cb6-d1f0-a509-6396761579e7,75.172.18.65,16.029949,108.250693,SMS_OTP,synthetic_activity
113,TRANSFER,1636403.22,C14417080,1636403.22,0.0,C1609424366,0.0,0.0,1,0,da6b0060-3dcc-4915-934a-85d988cfffa2,125.244.85.92,12.271159,109.470266,SMART_OTP,paysim
115,PAYMENT,32207.67,C9349742934,67233.1,35025.43,C3838209623,355118.66,387326.33,0,0,ce58de20-8f77-63e0-5982-aa44557368cf,177.73.66.203,10.803565,106.601306,SMS_OTP,synthetic_activity
115,CASH_OUT,1320.0,C8704772671,2200.0,880.0,C6858334795,0.0,0.0,0,0,52ecac27-8ccc-617e-81b6-69514cdf697f,158.246.8.214,16.097901,108.2256,FACE_ID,synthetic_activity
119,CASH_IN,30099.55,C534370699,94771.22,124870.77,C3636786688,0.0,0.0,0,0,c1fda581-33ec-e6b1-fcfd-8547abdce0da,126.177.84.222,11.921501,108.406492,SMS_OTP,synthetic_activity
126,PAYMENT,2172.46,C3495636065,657417.64,655245.18,C8380579784,287205.16,289377.62,0,0,d8c80184-0994-3e76-1d4e-2772401fb5a6,2.81.64.202,20.973009,105.748272,SMART_OTP,synthetic_activity
126,CASH_IN,42865.62,C7493589847,71463.57,114329.19,C1949344258,2340188.03,2282966.11,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,145.186.174.81,12.181573,109.142643,SMART_OTP,synthetic_activity
127,TRANSFER,1426019.41,C1260026789,808363.12,0.0,C1759095728,0.0,0.0,1,0,12b99a50-8cb6-d1f0-a509-6396761579e7,223.124.44.57,11.963453,108.449566,SMART_OTP,synthetic_activity
129,CASH_OUT,171376.6,C1536380357,0.0,0.0,C2009394010,1087458.79,1258835.39,0,0,47d6723c-d77f-beeb-14fc-3a5d9b4bf377,147.156.100.48,10.805215,106.611175,FACE_ID,paysim
129,CASH_IN,242088.97,C306948260,0.0,242088.97,C2025644484,8342031.13,8099942.16,0,0,b5b81351-5083-0841-db9a-0eb7b48c531b,225.61.96.116,10.034568,105.776308,FACE_ID,paysim
129,TRANSFER,572885.73,C1566443123,0.0,0.0,C533442136,4120761.49,4693647.22,0,0,0992b886-c8f2-16c1-5fcc-997d1cbb304b,234.24.114.130,21.072791,105.773991,SMS_OTP,paysim
130,PAYMENT,16229.46,C745525354,537.0,0.0,M633755342,0.0,0.0,0,0,0b31324f-4858-35db-2e3b-5fd6704532d5,252.241.133.174,16.065625,108.175309,SMS_OTP,paysim
130,PAYMENT,2066.9,C2144025797,0.0,0.0,M1903612583,0.0,0.0,0,0,27035b27-958c-2936-b186-78ce4e40bfba,20.20.65.241,12.244238,109.195392,SMART_OTP,paysim
130,CASH_IN,93397.4,C1154249429,3262718.08,3356115.49,C626806149,1257215.87,1163818.47,0,0,854494ab-1a64-f27d-0bcf-d0fce3a1af97,142.28.45.166,20.828032,106.694169,FACE_ID,paysim
130,TRANSFER,3014744.61,C958689035,20707.0,0.0,C820896062,65436.88,3471354.69,0,0,70ecf41b-c5d5-6016-51b3-ccf588433a38,160.144.132.27,20.844413,106.63448,FACE_ID,paysim
130,CASH_OUT,6616.7,C1264826091,0.0,0.0,C1734772814,1073021.89,1079638.58,0,0,2bd8ad4d-3eac-db28-92f7-199348843b5b,80.157.229.87,18.643427,105.637456,FACE_ID,paysim
130,TRANSFER,10716.16,C8704772671,5500.0,0.0,C1685106392,0.0,11000.0,1,0,1f6c6a86-35f4-ffba-8d8f-2868bdedb9cc,209.202.37.10,16.064989,108.200452,SMS_OTP,synthetic_activity
131,TRANSFER,1156159.93,C374097252,0.0,0.0,C1001309617,2556921.75,4038128.38,0,0,9afa8267-4479-1214-b5de-f8074a965478,116.106.43.48,21.00405,105.859812,SMS_OTP,paysim
131,PAYMENT,813.09,C1908134581,21065.0,20251.91,M1195934136,0.0,0.0,0,0,e73e2bc5-7882-2064-076c-108d214c87b1,23.110.101.46,18.66516,105.62633,SMS_OTP,paysim
131,CASH_OUT,99746.18,C1890208411,0.0,0.0,C576450135,273526.87,373273.06,0,0,e3f342a8-f030-bfd4-be54-898e8eda6433,15.211.158.69,20.971757,105.83556,FACE_ID,paysim
131,CASH_OUT,32681.78,C368267170,25370.0,0.0,C1068136754,3441633.46,3474315.24,0,0,abbe274a-c226-ab53-b680-873b32b9c542,206.236.179.120,10.860229,106.640915,SMART_OTP,paysim
132,TRANSFER,261959.54,C1166822525,432448.7,170489.15,C474309133,145463.54,407423.08,0,0,3b504fda-7875-b1c7-7724-3aa3c438eae0,37.221.230.158,10.081888,105.752395,FACE_ID,paysim
132,CASH_OUT,250374.97,C576171834,73598.0,0.0,C1036272123,0.0,250374.97,0,0,406bf02d-a97a-4f4e-3c10-871bba4f4b03,206.96.166.109,21.01886,105.830306,FACE_ID,paysim
132,CASH_IN,44330.74,C1271231678,15201659.74,15245990.48,C278800351,5491047.73,5329286.15,0,0,dc5cd673-c9ed-66a6-5490-5f79aa4946f4,117.125.8.17,18.634825,105.622822,SMART_OTP,paysim
132,CASH_OUT,669699.87,C232113289,0.0,0.0,C442703595,736864.29,1406564.17,0,0,9abc9859-593e-dc83-c497-d0a8484204d5,84.143.167.19,10.020499,105.75453,SMS_OTP,paysim
133,CASH_OUT,166645.67,C1289541918,56493.13,0.0,C1588305109,1056205.77,1222851.44,0,0,8c466308-3e62-8981-9ef1-a74f3d134526,88.54.209.178,11.894917,108.466213,SMART_OTP,paysim
133,PAYMENT,27229.98,C718025157,0.0,0.0,M2095983603,0.0,0.0,0,0,8b661d1f-579a-7954-c98e-3f5b9134c0b7,20.190.239.183,10.815789,106.625973,FACE_ID,paysim
133,PAYMENT,26812.52,C1603015039,10419.0,0.0,M1259755862,0.0,0.0,0,0,cf0e1567-882d-7fc1-be30-74f8a60147c3,112.71.216.93,18.628546,105.728645,SMART_OTP,paysim
133,TRANSFER,305392.19,C1429994118,267222.06,0.0,C1146832806,1288848.12,1594240.31,0,0,af7d7f21-1bd6-b03d-9927-839b11d1ce50,197.202.71.67,21.072287,105.759267,SMART_OTP,paysim
134,CASH_IN,218479.4,C645021038,358.0,218837.4,C737979678,870128.82,651649.43,0,0,12b99a50-8cb6-d1f0-a509-6396761579e7,30.168.10.48,12.261133,109.239268,SMART_OTP,paysim
134,CASH_OUT,39778.06,C1389113067,129921.0,90142.94,C487775720,217063.41,256841.47,0,0,f3a2dc1d-0f91-6e97-3a5b-171cb7a4c108,225.123.119.115,11.910893,108.479407,FACE_ID,paysim
134,TRANSFER,1241260.39,C372045487,0.0,0.0,C1786291008,3816413.6,5057673.99,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,20.977297,105.797258,SMART_OTP,paysim
135,CASH_IN,252283.25,C212521733,418.0,252701.25,C656802017,466978.53,214695.28,0,0,64eec4c1-9714-fadc-b3c4-d0306e84e832,170.45.122.36,20.833916,106.705026,FACE_ID,paysim
136,CASH_OUT,174325.08,C1289538182,0.0,0.0,C1803018113,1943980.68,2118305.76,0,0,49d93a08-277e-0fbc-6acf-f20fd707cb6d,3.19.166.5,16.027198,108.194977,SMART_OTP,paysim
136,PAYMENT,193.32,C1874673999,177221.0,177027.68,M980781652,0.0,0.0,0,0,15ac80e4-22c2-3308-fd7e-e75cf997f697,229.202.179.155,18.663196,105.655905,SMS_OTP,paysim
136,PAYMENT,2685.78,C8992641070,30572.92,27887.14,C5335902768,2375770.8,2375770.8,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,10.848892,106.659045,SMART_OTP,synthetic_activity
137,CASH_IN,65006.06,C9349742934,14010.17,79016.23,C1904964135,2307146.61,2372152.67,0,0,0ba56050-69fe-99a9-6a25-542effbd9cdd,177.73.66.203,10.841847,106.588009,FACE_ID,synthetic_activity
137,PAYMENT,41123.86,C3100377895,1576531.53,1535407.67,C2752379743,1375902.28,1417026.14,0,0,73363302-d1f0-3374-8d53-26916c936f69,129.69.106.238,12.243676,109.150549,FACE_ID,synthetic_activity
139,CASH_IN,100393.86,C784546845,27692.0,128085.86,C137636257,198520.29,98126.44,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,10.023033,105.709403,SMART_OTP,paysim
139,PAYMENT,38768.67,C745525354,969.0,0.0,M1347158836,0.0,0.0,0,0,bb8141f0-7bc4-d138-ec73-75985711d5fd,197.224.26.211,16.014707,108.183778,FACE_ID,paysim
139,PAYMENT,5917.01,C328517963,61058.46,55141.45,M600133905,0.0,0.0,0,0,06ad7920-aff7-ff5d-3b1d-12cf3b705092,121.183.167.96,16.030426,108.188238,SMART_OTP,paysim
139,TRANSFER,5595.55,C488688199,102945.99,0.0,C1835087777,0.0,5000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,21.256749,105.541697,SMS_OTP,synthetic_activity
139,PAYMENT,595.2,C3220897616,992.0,396.8,C1786813034,0.0,595.2,0,0,294d43ed-2da1-afda-fe65-6dcc6abdb05a,180.153.147.202,12.251665,109.231503,SMS_OTP,synthetic_activity
140,TRANSFER,535635.54,C261533385,0.0,0.0,C76539562,994754.82,1530390.36,0,0,781f9d3f-e7f3-39dc-833d-e3ad743b9f71,188.85.108.91,10.054121,105.761916,FACE_ID,paysim
140,CASH_OUT,60824.12,C1581305347,100749.33,39925.21,C1794440653,819390.59,880214.71,0,0,2b48c6e6-9401-0dfe-7921-0c7ca119ceee,31.108.68.196,10.829549,106.681615,FACE_ID,paysim
140,CASH_IN,72791.44,C1441122881,2773336.81,2846128.24,C986872746,130119.25,57327.81,0,0,47edc6dd-9da4-ec0f-21ee-0f6c408669bb,29.155.45.233,10.067806,105.804792,SMS_OTP,paysim
140,PAYMENT,12824.76,C1149059890,552070.15,539245.39,C6567526157,25121.98,37946.74,0,0,57c4e2c3-0878-9ef0-dcac-fa548702f4ad,116.85.158.169,16.053833,108.231438,SMS_OTP,synthetic_activity
141,PAYMENT,5874.28,C52360839,5698.0,0.0,M1520136985,0.0,0.0,0,0,5856e1fc-d782-5ea3-bbff-16e993e7e893,165.68.194.210,10.882296,106.575429,SMART_OTP,paysim
142,PAYMENT,14192.43,C1803946141,0.0,0.0,M874326492,0.0,0.0,0,0,42e4bf01-40ee-131d-95da-d216a6cdae3c,19.110.63.117,18.707884,105.673283,SMART_OTP,paysim
142,TRANSFER,202659.08,C1166822525,0.0,0.0,C135407153,290789.68,493448.75,0,0,b5d0b595-a4f8-9e23-af39-f2ce4f75d45a,37.221.230.158,10.003271,105.686934,SMART_OTP,paysim
142,PAYMENT,12489.87,C2140526300,34495.28,22005.41,M1554127424,0.0,0.0,0,0,79ea5621-6614-23a7-76c9-aeb22ae7dc19,237.137.60.98,11.901207,108.484704,SMS_OTP,paysim
142,CASH_OUT,517693.61,C534370699,124870.77,0.0,C7451428804,122047.64,572536.91,1,0,ed56a2a0-2d54-ff2b-10ee-4f77345e2eaf,88.13.145.133,11.981288,108.449203,SMS_OTP,synthetic_activity
143,CASH_IN,35864.89,C5529924944,182059.32,217924.21,C5175100350,265439.17,275872.71,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,209.242.189.226,12.297705,109.161282,SMART_OTP,synthetic_activity
143,TRANSFER,10638.22,C4767872935,180420.96,169782.74,C1649187523,0.0,10000.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,73.43.31.74,21.113744,106.539935,FACE_ID,synthetic_activity
144,CASH_OUT,211560.25,C645021038,218837.4,7277.15,C1727512366,0.0,0.0,0,0,880061b6-73f6-21a8-2633-0c43a92f85fe,75.172.18.65,12.203821,109.236655,FACE_ID,synthetic_activity
144,TRANSFER,11148.24,C3220897616,6200.0,0.0,C7222580005,0.0,12000.0,1,0,e401461a-f5b9-2b3c-0a2c-bb1be70cf274,180.153.147.202,11.907044,108.988199,FACE_ID,synthetic_activity
145,CASH_OUT,38746.78,C9811210899,273821.76,235074.98,C2396090315,0.0,0.0,0,0,deca8598-87cb-0e2a-2528-8a1b433b66fc,125.244.85.92,10.776154,106.654759,FACE_ID,synthetic_activity
146,PAYMENT,15619.21,C2972777054,26032.02,10412.81,C778315976,325096.56,340715.77,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,48.141.68.61,10.072796,105.699976,SMS_OTP,synthetic_activity
147,CASH_OUT,593926.4,C372045487,0.0,0.0,M1300984513,935791.84,1596538.03,1,0,13089f8b-ba34-5e82-38f1-f1abcb170945,130.86.71.117,21.061245,105.828817,SMS_OTP,synthetic_activity
149,PAYMENT,16054.33,C784546845,128085.86,112031.53,C7775497278,0.0,0.0,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,247.177.21.37,10.007848,105.75298,SMART_OTP,synthetic_activity
149,TRANSFER,41571.2,C488688199,97183.78,0.0,C2393836687,0.0,48000.0,1,0,e3d1803c-85fa-b5ea-1407-2edb8456ce4f,151.97.224.242,18.435003,105.900708,SMART_OTP,synthetic_activity
151,CASH_IN,3720.4,C1389113067,90142.94,93863.34,C5529924944,0.0,0.0,0,0,54e14f3a-bba4-1ae0-adf8-f7672261ddef,184.252.235.89,11.880384,108.406071,SMART_OTP,synthetic_activity
151,CASH_OUT,40160.22,C784546845,112031.53,71871.31,C3419513386,1414080.59,1414080.59,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,10.030635,105.756068,SMART_OTP,synthetic_activity
152,TRANSFER,102945.99,C488688199,102945.99,0.0,C1626596200,0.0,0.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,77.216.60.225,21.235722,105.728547,SMS_OTP,paysim
154,TRANSFER,516241.92,C430666307,59765.7,0.0,C629102177,578122.11,1094364.03,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,226.230.194.196,20.818473,106.744323,SMART_OTP,paysim
154,PAYMENT,8909.95,C643920495,0.0,0.0,M2095825290,0.0,0.0,0,0,af9e7a0e-936d-b4a7-fab1-996a21925613,245.82.170.30,18.660709,105.668771,SMS_OTP,paysim
154,PAYMENT,3665.17,C923891976,0.0,0.0,M2137791383,0.0,0.0,0,0,b0b6148c-ad7e-eff7-5660-4762851b9860,173.3.213.18,20.971476,105.776151,SMS_OTP,paysim
155,CASH_OUT,133818.44,C923770910,104961.0,0.0,C598218363,0.0,133818.44,0,0,b9aa06f5-382b-ab11-59fc-faeb722944a9,198.83.67.173,20.822114,106.674965,SMART_OTP,paysim
155,TRANSFER,519578.44,C1880561124,182763.0,0.0,C2059759600,0.0,519578.44,0,0,f5321352-b544-68e4-1f2d-a344a3596667,65.76.120.170,10.789274,106.646352,SMS_OTP,paysim
156,CASH_IN,525509.35,C1512441098,2910303.3,3435812.66,C836148567,1541426.09,927404.08,0,0,46c112a5-fec8-8839-ec35-c3de7414e3e1,42.200.19.71,12.243322,109.229546,SMS_OTP,paysim
156,CASH_OUT,170525.3,C999951360,0.0,0.0,C728588351,212287.42,382812.72,0,0,43c1136c-d013-b7a3-f4a2-9332421becca,139.6.244.185,20.786534,106.673503,FACE_ID,paysim
156,TRANSFER,221655.38,C784546845,71871.31,0.0,C2296997409,0.0,253000.0,1,0,8d8a7957-c419-6c8a-c44f-c2a85a4a96ae,13.133.54.93,10.085578,105.733463,SMART_OTP,synthetic_activity
156,CASH_OUT,1453704.94,C328517963,55141.45,0.0,C1801169867,0.0,1576531.53,1,0,54dd528c-5fb6-98a5-e920-9b3a2951c8a7,142.188.64.241,16.225585,108.224589,SMART_OTP,synthetic_activity
157,CASH_IN,668147.75,C1540441399,0.0,668147.75,C1985660918,899034.15,230886.4,0,0,7df77791-a53e-62ba-2dae-62c06483b0e7,78.7.59.162,10.855689,106.599677,SMART_OTP,paysim
157,CASH_OUT,123348.96,C2036866585,11590.0,0.0,C1535844228,0.0,123348.96,0,0,ba40662f-9243-a301-1206-8ad612aada4b,199.115.5.230,21.066196,105.849195,FACE_ID,paysim
157,PAYMENT,8535.29,C1389113067,93863.34,85328.05,C6671440350,392214.72,400750.01,0,0,c32bba73-b417-dee1-b8dc-639081278b86,225.123.119.115,11.969118,108.463004,FACE_ID,synthetic_activity
158,TRANSFER,118546.26,C1271231678,0.0,0.0,C1836855186,731491.1,850037.36,0,0,31bc99e6-6420-b22a-cae9-250b9693ffd8,122.29.90.123,18.713173,105.672018,FACE_ID,paysim
158,CASH_IN,7505.95,C1657115699,3097248.71,3104754.65,C79785375,210668.74,203162.79,0,0,26cfbf51-4435-2e6f-63f6-bf77aa239ba2,1.132.182.241,11.996311,108.467144,SMS_OTP,paysim
158,TRANSFER,99505.96,C1888133239,240387.92,140881.96,C1414387312,568706.92,668212.88,0,0,11f20d9b-c90e-c689-cff1-4c0ec7eb7d43,254.92.86.175,10.043002,105.79492,SMART_OTP,paysim
158,TRANSFER,38238.84,C1803946141,0.0,0.0,C8582430312,0.0,35000.0,1,0,ba41348a-7f3d-adbd-fe3f-566204680a4a,96.196.140.183,20.956144,105.616481,SMS_OTP,synthetic_activity
159,DEBIT,200.37,C1416637858,482742.69,482542.32,C977990184,9673997.55,9674197.93,0,0,88dd44cc-5d87-edd2-1735-f36ba5a6ab3a,21.216.118.195,15.998447,108.166311,FACE_ID,paysim
159,CASH_IN,141555.52,C201974764,962292.16,1103847.67,C36831570,2059763.67,1918208.15,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,158.215.122.134,21.054764,105.811997,SMS_OTP,paysim
160,PAYMENT,8503.44,C407378873,10891.0,2387.56,M750208458,0.0,0.0,0,0,97cb4585-ff12-fe28-b840-d136067e4b72,126.100.17.203,10.085119,105.690381,SMART_OTP,paysim
160,CASH_OUT,204073.85,C928182170,0.0,0.0,C244216013,238326.56,442400.41,0,0,0433fd20-feee-f3e1-f771-67007305cd23,87.15.87.202,21.033471,105.781562,SMART_OTP,paysim
160,PAYMENT,19366.62,C407378873,111033.12,91666.5,M1353045099,0.0,0.0,0,0,97cb4585-ff12-fe28-b840-d136067e4b72,126.100.17.203,10.095548,105.737084,SMS_OTP,paysim
161,CASH_OUT,124858.87,C1101270469,0.0,0.0,C104789705,3062762.03,3187620.9,0,0,a762b59c-ce9e-5929-3630-8a601e4182bb,192.32.43.51,18.671512,105.73763,SMS_OTP,paysim
